season,region,satellite,observation_count,ndvi_june,ndvi_july,ndvi_aug,ndvi_sep,ndvi_oct,ndvi_nov,ndvi_dec,ndvi_mean,ndvi_max,ndvi_cumulative,rainfall_june,rainfall_july,rainfall_aug,rainfall_sep,rainfall_oct,rainfall_nov,rainfall_dec,temp_june,temp_july,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rainfall_total,temp_mean
2011,OUEST,landsat7,9,,,0.4906086128505337,0.4842872084483992,0.3953647338825025,0.3181477810590565,0.3654555610600898,0.4026045095725293,0.5417374838408665,3.623440586152764,148.9,103.27,134.74,66.55,36.79,52.3,243.07,21.62,20.186,19.709,20.425,21.831,23.863,24.211,785.6,21.692
2011,CENTRE,landsat7,9,,,0.463541864220432,0.5128959943698541,0.450531689357794,0.4294711145225808,0.485440742888278,0.4634296462608915,0.5427947931144104,4.170866816348024,173.86,110.46,129.82,56.17,38.76,58.22,242.9,21.948,20.695,20.043,20.771,22.168,24.062,24.389,810.2,22.011
2012,NORD,landsat7,11,0.7088246804890794,0.6547080749412824,0.6099757111964202,0.3945745942297972,0.4101954785231196,0.3296947494484228,0.4018247124078803,0.516190984492662,0.7194648824678126,5.678100829419281,64.87,88.89,66.4,51.97,23.89,75.31,74.39,22.07,21.282,21.077,21.434,22.635,24.308,25.416,445.7,22.603
2012,SUD,landsat7,11,0.6974339774742351,0.6400483614388772,0.5366923481878413,0.4621306729965014,0.444453058915872,0.406783689404404,0.4429812972731855,0.5340535887742184,0.7083663266851895,5.874589476516402,68.98,97.72,51.89,66.82,29.51,59.25,103.34,22.014,21.229,21.13,21.481,22.746,24.333,25.371,477.5,22.615
2012,EST,landsat7,9,0.6884994108711174,0.6007947453503603,,0.386144110471248,0.3986952916966101,0.327910153633603,0.4454802251549982,0.5039459316773361,0.6961658455050879,4.535513385096025,93.56,117.88,77.94,83.89,34.46,77.32,85.37,21.908,21.127,20.959,21.341,22.564,24.188,25.269,570.4,22.479
2012,OUEST,landsat7,11,0.7256675272569415,0.6453668217249098,0.586135063294685,0.4218996208090747,0.3336333634304922,0.2995043911893736,0.4396560708316502,0.5071300174325951,0.7349107384944898,5.578430191758546,72.49,98.54,52.79,86.12,28.74,80.32,86.81,20.583,20.026,19.809,20.214,21.83,23.44,24.597,505.8,21.5
2012,CENTRE,landsat7,10,0.6823037247984507,0.6408406753774798,0.5885920393421021,0.5313120856798703,0.4272326467133983,0.3966748514591622,0.4922086034854619,0.5509541673745254,0.6921143890979362,5.509541673745254,83.11,106.76,71.48,79.12,29.69,80.33,91.14,21.06,20.369,20.199,20.601,22.022,23.631,24.746,541.6,21.804
2013,NORD,landsat8,10,0.6369472674906529,0.6457259953127353,0.5376729124767315,,0.3711535646390347,0.4727204645578852,0.5300206576494293,0.5544607695056019,0.6810033177815978,5.544607695056018,82.94,81.6,90.0,53.07,50.08,158.81,28.01,21.572,21.133,21.013,21.789,23.031,24.687,26.099,544.5,22.761
2013,SUD,landsat8,10,0.7418686250584698,0.6653138957238998,0.5413356598666037,,0.483990945738674,0.5145249732494672,0.5240583275251269,0.5943668935336343,0.7445207927199257,5.943668935336342,87.05,94.91,124.79,67.5,94.73,241.07,104.93,21.456,21.132,20.918,21.793,23.057,24.637,25.86,815.0,22.693
2013,EST,landsat8,10,0.7075429810291942,0.6375729673482596,0.5192633939587162,,0.3897866652507917,0.4738337431711548,0.5470715123460093,0.5686522117786305,0.7151373422244875,5.686522117786304,120.73,107.84,96.87,74.29,81.28,233.2,65.92,21.45,21.064,20.883,21.691,22.952,24.526,25.825,780.1,22.627
2013,OUEST,landsat8,10,0.7280148640629042,0.7206594767843946,0.5818447524247634,,0.6425659386825496,0.4237866315684167,0.5049670502630272,0.6137324857321145,0.755526313438054,6.137324857321145,87.8,87.56,90.64,69.44,56.85,164.3,49.42,20.112,19.689,19.666,20.663,21.905,23.817,24.95,606.0,21.543
2013,CENTRE,landsat8,9,0.755246633796774,0.6416769180869857,0.5736986991325741,,,0.474139234027344,0.52397278820544,0.6070365902745435,0.7918874949861746,5.463329312470892,108.67,95.38,90.81,65.68,72.15,223.62,70.13,20.622,20.233,20.101,20.999,22.261,24.001,25.207,726.4,21.918
2014,NORD,landsat8,13,0.6737611478736755,0.6443566080608117,0.5209562458973751,0.4638949844900271,0.4335127752996249,0.4639713104092288,0.5199994353566301,0.5366930792526707,0.7010817825200971,6.97701003028472,62.06,83.8,83.82,59.29,54.86,52.29,267.11,22.396,21.576,21.363,21.805,23.621,24.856,25.845,663.2,23.066
2014,SUD,landsat8,11,0.7177763671833006,0.6533038298494449,0.6486890780805754,0.5208376805725262,0.4938809381180074,0.4974180715404872,0.5743746812596193,0.5746039468729682,0.7177763671833006,6.3206434156026505,62.91,110.02,117.43,81.58,50.93,44.15,333.55,22.313,21.457,21.46,21.772,23.839,24.797,25.838,800.6,23.068
2014,EST,landsat8,10,,0.6155730598932889,0.5758971920694709,0.4984306266984353,0.4903471431907295,0.5071334498485606,0.5692058399336006,0.5507610546721176,0.6374527995784629,5.507610546721176,91.33,117.37,91.4,76.95,56.12,55.41,352.75,22.266,21.425,21.347,21.7,23.61,24.681,25.74,841.3,22.967
2014,OUEST,landsat8,12,0.7622750013880571,0.6850961413004188,0.565833514275167,0.441786926339383,0.4302403469007047,0.3299332436339749,0.4795228378762892,0.5154428413083791,0.7622750013880571,6.18531409570055,64.74,101.79,84.67,74.24,49.13,48.26,310.67,21.021,20.212,19.928,20.592,22.704,23.975,24.822,733.5,21.893
2014,CENTRE,landsat8,12,0.6045046148408454,0.6639341621411023,0.5684348556687786,0.5051042713846717,0.5147838986620039,0.508863512567731,0.6247008267180341,0.5725869498117347,0.6943122549589286,6.871043397740817,80.24,107.98,86.32,70.51,54.35,52.77,357.08,21.455,20.627,20.501,20.96,23.0,24.14,25.184,809.2,22.267
2015,NORD,landsat8,11,0.6461343591058342,0.5429804411693677,0.6835866072518784,0.5692238499555062,0.4692767026995391,0.5226258502032101,0.4006107953515567,0.5415578691813976,0.7065134091292347,5.957136560995373,188.96,104.98,93.95,51.47,91.56,90.36,77.67,22.6,21.695,21.445,21.896,23.208,24.267,26.254,699.0,23.052
2015,SUD,landsat8,9,0.6268669152543437,0.5606554106819339,0.6288192282605745,0.5321679797774992,,0.5194828303416645,0.3921240516634164,0.534803075075658,0.6481542817281719,4.813227675680922,192.78,120.92,134.77,67.5,99.03,81.34,58.69,22.469,21.526,21.389,21.924,23.224,24.336,26.181,755.0,23.007
2015,EST,landsat8,10,0.5642686371005797,0.52132797035556,0.6419065907490438,0.5281099864274981,0.3858519073288322,0.5502180732171386,0.456117248194559,0.5273934238744312,0.647574878956257,5.273934238744312,277.79,136.62,102.47,64.31,101.16,108.21,85.42,22.432,21.504,21.346,21.821,23.078,24.188,26.047,876.0,22.917
2015,OUEST,landsat8,9,0.5361562540921236,0.568198193147862,0.7222181971113015,0.645005855650663,,0.5272967761079359,0.4082820812024064,0.5758514990307404,0.7227366235608047,5.182663491276664,210.45,113.4,94.67,63.66,85.2,89.44,112.23,21.412,20.324,19.984,20.576,22.233,23.403,25.369,769.0,21.9
2015,CENTRE,landsat8,9,0.5607264877733081,0.5738414254128373,0.6327388109370806,0.5344177671798638,,0.5620729577146492,0.4305505415071099,0.5435616789054337,0.6520906538301132,4.892055110148903,255.62,124.11,96.8,57.58,96.45,103.95,107.56,21.732,20.716,20.513,21.047,22.461,23.647,25.498,842.1,22.231
2016,NORD,landsat8,9,0.7139240368482827,0.6934671332000364,0.6213564693376676,0.5305669693055239,0.4599157588275152,0.4229952101166047,,0.5695750487743007,0.735075855260156,5.126175438968706,91.86,138.96,83.14,42.19,54.65,55.38,76.86,21.778,20.823,21.182,21.185,22.951,24.045,24.931,543.0,22.414
2016,SUD,landsat8,8,0.7504457364246767,0.6736149135103384,0.6029768044348831,0.5334345581937333,0.479612205706079,0.4439957443396128,,0.5796633852282176,0.7520722137583454,4.637307081825741,95.78,158.46,118.59,53.94,54.7,53.01,93.61,21.67,20.741,21.099,21.216,23.112,24.178,25.016,628.1,22.433
2016,EST,landsat8,9,0.5874887897568024,0.647860883178152,0.5716339932204839,0.4975682775969474,0.5042049501619673,0.467810815678698,,0.5473557578366797,0.6780282659734777,4.9262018205301175,131.98,174.93,91.47,53.94,59.56,64.02,106.01,21.641,20.705,21.026,21.096,22.934,23.996,24.795,681.9,22.313
2016,OUEST,landsat8,9,0.7742613533497736,0.7393595508229627,0.6615511737914114,0.572964646018017,0.4551776462921939,0.3519481060873154,,0.5914182577216498,0.7742613533497736,5.322764319494848,98.17,152.76,84.9,50.99,54.21,56.52,97.4,20.26,19.393,19.933,19.864,22.025,23.169,24.054,595.0,21.243
2016,CENTRE,landsat8,8,0.7009540770579896,0.6642528114315223,0.5955986948548436,0.6140817320503251,0.5078464839058416,0.4667072139295048,,0.5901925385709239,0.7009540770579896,4.721540308567391,118.73,158.87,86.39,48.71,56.72,62.61,90.95,20.774,19.883,20.275,20.309,22.345,23.443,24.241,623.0,21.61
2017,NORD,sentinel2,1,,0.7461020945237354,,,,,,0.7461020945237354,0.7461020945237354,0.7461020945237354,132.26,136.82,97.85,62.02,59.49,68.6,41.37,22.492,21.868,21.416,22.09,23.467,24.179,25.862,598.4,23.053
2017,SUD,sentinel2,1,,0.7165210416588563,,,,,,0.7165210416588563,0.7165210416588563,0.7165210416588563,143.78,154.67,137.5,79.0,61.36,70.34,58.46,22.469,21.746,21.355,22.08,23.489,24.148,25.839,705.1,23.018
2017,EST,sentinel2,1,,0.6573534253304648,,,,,,0.6573534253304648,0.6573534253304648,0.6573534253304648,188.41,175.2,105.88,81.25,63.05,75.64,45.65,22.399,21.719,21.273,21.969,23.356,24.019,25.67,735.1,22.915
2017,OUEST,sentinel2,1,,0.7144630889848338,,,,,,0.7144630889848338,0.7144630889848338,0.7144630889848338,137.88,145.85,99.51,77.66,54.89,68.6,47.99,21.216,20.611,20.121,20.822,22.468,23.251,24.962,632.4,21.922
2017,CENTRE,sentinel2,1,,0.6308354876853899,,,,,,0.6308354876853899,0.6308354876853899,0.6308354876853899,163.04,158.75,99.86,74.92,60.97,75.72,48.63,21.629,20.975,20.486,21.218,22.748,23.453,25.106,681.9,22.231
2018,NORD,sentinel2,5,0.6659273957050836,,,,,,0.4669124225717875,0.5067154171984466,0.6659273957050836,2.533577085992233,76.53,128.17,33.99,83.69,68.29,129.93,176.59,22.495,21.119,21.796,22.101,22.89,24.521,25.633,697.2,22.936
2018,SUD,sentinel2,5,0.6887416080920191,,,,,,0.4379066492664732,0.4880736410315823,0.6887416080920191,2.440368205157912,75.87,143.63,46.95,113.17,79.54,166.73,272.02,22.353,21.076,21.84,21.982,22.882,24.445,25.608,897.9,22.884
2018,EST,sentinel2,5,0.6796896667853518,,,,,,0.4260753985054619,0.4767982521614399,0.6796896667853518,2.3839912608072,106.69,162.98,36.25,107.19,65.46,178.77,252.77,22.294,20.98,21.748,21.918,22.779,24.331,25.494,910.1,22.792
2018,OUEST,sentinel2,5,0.6595594455258142,,,,,,0.4770851247268942,0.5135799888866783,0.6595594455258142,2.567899944433392,80.0,135.68,32.54,101.53,82.85,137.1,240.11,21.153,19.605,20.51,21.037,21.727,23.682,24.704,809.8,21.774
2018,CENTRE,sentinel2,5,0.6264256842446068,,,,,,0.424669777506603,0.4650209588542038,0.6264256842446068,2.3251047942710192,93.65,142.73,33.14,97.75,72.53,168.49,244.49,21.507,20.105,20.976,21.262,22.111,23.798,24.941,852.8,22.1
2019,NORD,sentinel2,41,0.622416799805633,0.5757699415868774,0.5318241574213824,0.4118094677950903,0.3390515582033176,0.2960706533895468,0.3244686791825437,0.44238714936889,0.7195776957290492,18.137873124124493,129.16,101.62,112.26,94.08,58.47,81.77,206.56,22.395,21.765,21.678,21.975,23.42,24.898,26.308,783.9,23.206
2019,SUD,sentinel2,41,0.643961319633768,0.4829527156874948,0.4838016306916541,0.4464410141402307,0.3437394961636197,0.3476711162092097,0.3387163980877214,0.4434403445255825,0.7125508302691022,18.181054125548883,139.0,118.15,161.14,129.34,58.61,99.9,294.15,22.319,21.646,21.502,21.968,23.446,24.871,26.301,1000.3,23.15
2019,EST,sentinel2,38,0.5754079145132903,0.4906233416303956,0.4921543440138749,0.4242741553726272,0.3658761993525597,0.3710984258516309,0.2883717175009691,0.4315622772083196,0.7338109265763931,16.399366533916144,187.91,132.81,124.12,122.35,51.52,104.3,256.36,22.25,21.599,21.465,21.849,23.323,24.774,26.185,979.4,23.064
2019,OUEST,sentinel2,40,0.6075232564495132,0.6031996337113156,0.5699582942841788,0.3828909738753328,0.3287837840347946,0.2932315347060655,0.3112095634873724,0.4433791658712154,0.7506097120060702,17.735166634848618,140.47,110.45,113.34,117.52,47.21,88.72,293.17,20.97,20.464,20.338,20.789,22.595,24.048,25.369,910.9,22.082
2019,CENTRE,sentinel2,39,0.4937953296311124,0.4926355117493161,0.4992126937889002,0.4256825774561315,0.3794246549735863,0.3490367309194636,0.3484915974033264,0.4298427336151177,0.6294210579934242,16.76386661098959,178.31,120.1,118.36,113.08,52.6,101.07,311.17,21.419,20.841,20.681,21.126,22.803,24.254,25.602,994.7,22.389
2020,NORD,sentinel2,40,0.5382527771012408,0.5152689633005186,0.4103966713690144,0.379311686908064,0.2978914446147361,0.2282293657883414,0.2515525890897384,0.38017654849466,0.6756202191186028,15.2070619397864,114.75,78.19,67.92,61.58,36.04,38.83,98.82,21.767,21.213,20.969,21.423,23.268,23.535,25.23,496.1,22.486
2020,SUD,sentinel2,37,0.4720700976215424,0.4366349579984255,0.4323024042525538,0.3518632709123453,0.3263021261104938,0.3111745462510735,0.3500491992942123,0.3835750818389753,0.5826256327500937,14.192278028042086,119.57,83.02,98.94,87.18,36.51,38.62,141.28,21.613,21.051,20.898,21.347,23.171,23.355,25.028,605.1,22.352
2020,EST,sentinel2,32,0.5419971369661671,0.5278778953296579,0.4189976689391891,0.4180849947580362,0.3640068647585865,0.3446755988843977,0.3626177143035594,0.42805944993455,0.6208944223463156,13.6979023979056,165.2,96.46,75.37,82.3,38.2,47.87,120.22,21.564,21.024,20.825,21.248,23.114,23.317,24.954,625.6,22.292
2020,OUEST,sentinel2,39,0.5620385315553394,0.5110024178828272,0.493292330818361,0.3250353947996212,0.3073761073944802,0.255027341870234,0.2529514993052588,0.3980316840070798,0.6871054820388096,15.523235676276114,121.81,80.61,67.76,77.19,36.91,39.06,109.65,20.341,19.722,19.446,20.124,22.217,22.336,24.392,533.0,21.225
2020,CENTRE,sentinel2,38,0.4467028850914541,0.4439666110631229,0.4603973449250293,0.3989906127967915,0.336598724966084,0.3109213022447898,0.3378594814902554,0.3935230737697057,0.5970014039495184,14.953876803248816,148.85,81.67,70.39,75.91,37.22,45.76,119.95,20.798,20.221,19.994,20.522,22.524,22.653,24.444,579.8,21.594
2021,NORD,sentinel2,42,0.5456711519038254,0.6167236019256718,0.535953021736396,0.4791955192171193,0.3919424646769509,0.4131406083297437,0.2971032071694089,0.4742196967695638,0.7130233975444121,19.91722726432168,110.99,162.83,159.35,66.72,70.48,28.72,152.25,22.087,21.089,20.762,21.253,22.764,24.825,25.552,751.3,22.619
2021,SUD,sentinel2,41,0.4733679675630299,0.4793511627435475,0.5242994688761897,0.4324682747475214,0.2940824977676299,0.3601013738135137,0.2778676324062948,0.4102998569856884,0.7477808394366832,16.822294136413227,119.14,177.85,218.11,92.0,70.52,21.95,181.38,21.922,20.947,20.666,21.218,22.751,24.927,25.446,881.0,22.554
2021,EST,sentinel2,42,0.4519102461391931,0.5441247649490527,0.4810328374358169,0.4311793332144005,0.3557468468638562,0.4098994975788897,0.3422122339841765,0.4341775039153323,0.7031621096341057,18.235455164443955,162.59,200.6,168.08,86.31,75.8,28.94,186.33,21.826,20.852,20.569,21.083,22.638,24.768,25.365,908.6,22.443
2021,OUEST,sentinel2,39,0.5465995272536672,0.6456962717418901,0.5331990320037956,0.4092940901221799,0.3111323154132704,0.3127180688708222,0.2309719606386266,0.4291401680313295,0.7532097802043153,16.736466553221852,118.69,177.82,164.95,84.01,68.08,29.71,186.86,20.697,19.663,19.335,19.94,21.675,23.932,24.527,830.1,21.396
2021,CENTRE,sentinel2,39,0.4551847780533777,0.5438650968286147,0.4940782367973486,0.4305368648221253,0.3742694879811772,0.3742812148248018,0.3298181081311757,0.4340643630860751,0.6758204040621908,16.92851016035693,146.08,177.42,166.25,80.19,73.95,26.68,204.58,21.08,20.074,19.791,20.352,22.02,24.203,24.803,875.1,21.76
2022,NORD,sentinel2,41,0.4315814367508885,0.3987657905617627,0.3838989269270793,0.2805430480102545,0.267754607193383,0.1764336937814586,0.2402094800705627,0.3181067720206681,0.7183323162406315,13.042377652847394,92.79,127.33,56.66,63.07,25.63,35.95,57.96,21.488,20.665,20.815,21.127,22.169,23.718,24.883,459.4,22.124
2022,SUD,sentinel2,41,0.4759112106915183,0.4364283957047312,0.440948972336492,0.2463469563101471,0.2535657655208828,0.1836394026454702,0.2569075261390589,0.335680278527848,0.7215545703034024,13.762891419641768,90.14,143.83,74.22,83.02,23.11,33.92,58.07,21.408,20.617,20.825,20.986,22.218,23.723,24.944,506.3,22.103
2022,EST,sentinel2,41,0.4517703191568179,0.2922658830544541,0.3714440615831164,0.2788251592561144,0.2449301027116571,0.2279188891173414,0.2447501658147869,0.3065903046540663,0.6665114015446314,12.57020249081672,127.18,164.71,59.21,79.37,26.29,40.16,58.31,21.31,20.512,20.691,20.854,22.042,23.572,24.737,555.2,21.96
2022,OUEST,sentinel2,41,0.5007157959467525,0.4270996310336077,0.5046026074975201,0.3056319583286573,0.2309008727190367,0.112257406516297,0.1670489287132608,0.3345082799219209,0.7351039295241849,13.714839476798756,96.49,139.6,55.93,78.65,22.9,36.17,57.61,19.949,19.055,19.381,19.798,20.924,22.568,23.967,487.4,20.806
2022,CENTRE,sentinel2,41,0.4252643036174398,0.20153426120824,0.4208601687963674,0.2345522192927397,0.2629904351370101,0.1648209473811943,0.2527764776834443,0.2873184298153742,0.6903554019113115,11.780055622430345,113.2,146.45,53.94,72.33,24.57,39.26,63.6,20.474,19.639,19.886,20.129,21.345,22.936,24.181,513.4,21.227
2023,NORD,sentinel2,43,0.6031138399652347,0.5269789515712556,0.4571517885757812,0.4104004933283772,0.3010196678044557,0.3014961030716206,0.2735460084976743,0.4116137884991204,0.7509921342344379,17.69939290546218,83.4,93.2,100.03,49.67,56.51,191.09,204.45,22.223,21.876,21.987,22.68,24.113,24.723,25.841,778.4,23.349
2023,SUD,sentinel2,43,0.4574241044253329,0.4376579399667049,0.4276700405358733,0.424252730472871,0.3314935090636264,0.2489063613482637,0.2598011928261381,0.3709512863341566,0.6940892531798373,15.950905312368736,89.52,109.98,141.64,65.91,72.6,257.31,258.8,22.085,21.602,21.809,22.631,24.164,24.446,25.714,995.8,23.207
2023,EST,sentinel2,43,0.5039180497935242,0.4938020103062754,0.4019329969307832,0.4054258645488237,0.3201867282033315,0.2611707564834573,0.2951102896236263,0.3835165854016213,0.7046354206104941,16.491213172269717,123.8,123.15,109.5,63.11,77.23,262.56,277.1,21.97,21.556,21.68,22.46,24.003,24.409,25.625,1036.5,23.1
2023,OUEST,sentinel2,43,0.6385637767544264,0.4184375665786559,0.4397043618151436,0.4011523476233964,0.2528871802845756,0.2252710658043876,0.3055235836642868,0.3843940385340553,0.729099128652524,16.52894365696438,88.69,101.37,102.47,61.49,49.13,191.78,223.95,20.881,20.517,20.791,21.459,23.093,23.374,24.686,818.9,22.114
2023,CENTRE,sentinel2,43,0.4283286470440567,0.3640825757249986,0.378376096592879,0.4197204894623949,0.3400951709197402,0.2496228526293049,0.1849591678780075,0.338825258095376,0.6642185480272678,14.569486098101171,110.68,107.19,103.91,57.44,64.82,248.99,261.74,21.234,20.822,21.009,21.774,23.443,23.778,25.05,954.8,22.444
2024,NORD,sentinel2,40,0.5887644148010825,0.5510148839486221,0.4357097602723137,0.346927750301614,0.3035982821067744,0.2822235808656133,0.3553825642136246,0.4148680557054735,0.6776709914912814,16.59472222821894,126.55,74.57,65.69,36.08,65.45,114.57,54.76,22.278,21.559,21.373,22.088,22.975,24.754,25.601,537.7,22.947
2024,SUD,sentinel2,39,0.4619668744656216,0.5474428392210139,0.4420236205461454,0.292556523891422,0.3307436566105484,0.3652167022962636,0.3987295138628414,0.407660736591352,0.6841803851792255,15.89876872706273,95.27,88.64,88.75,46.67,67.24,103.97,73.65,22.014,21.398,21.345,22.019,22.885,24.608,25.555,564.2,22.832
2024,EST,sentinel2,40,0.5489830096326465,0.4915410509872553,0.4608958884595059,0.2993963999297376,0.3113057438240458,0.3319240955656864,0.3507252520725314,0.4037288038338483,0.6719493115104437,16.149152153353935,173.17,99.45,70.04,45.14,76.45,129.34,68.1,21.966,21.263,21.192,21.869,22.758,24.517,25.391,661.7,22.708
2024,OUEST,sentinel2,40,0.5516875597061254,0.4920261115975922,0.4063037554525861,0.2838668736548166,0.2826463310157474,0.2703957251945361,0.3151823241140947,0.3774831310697271,0.6633415607165418,15.099325242789083,109.02,78.99,65.61,43.96,68.77,110.31,61.35,20.874,20.168,19.886,20.964,21.867,23.839,24.579,538.0,21.74
2024,CENTRE,sentinel2,40,0.501766015133414,0.4605052290128726,0.4395117789077531,0.345991935358895,0.3320390275893204,0.3551078531314449,0.409411384807743,0.4082897368396785,0.6532083764428689,16.33158947358714,146.23,89.21,65.16,40.51,73.29,126.82,66.0,21.236,20.523,20.392,21.23,22.156,23.994,24.815,607.2,22.049
2025,NORD,sentinel2,43,0.5498993739413992,0.6030675603618512,0.4833167976493422,0.400929356781989,0.3911028459332322,0.3387821635568302,0.3770008775833224,0.4527363119816198,0.7268013720486598,19.46766141520965,100.44,125.47,96.98,56.95,30.08,125.4,131.53,22.407,21.103,20.994,21.751,22.797,24.582,25.508,666.9,22.735
2025,SUD,sentinel2,44,0.4892784999975314,0.4814929471879062,0.413649602610068,0.4182222003437811,0.4117133144538775,0.4189025334799708,0.3923185515238323,0.4332056953926313,0.6741203666654738,19.061050597275777,108.4,145.31,139.15,77.69,27.46,114.25,145.56,22.236,20.965,20.761,21.656,22.76,24.502,25.458,757.8,22.62
2025,EST,sentinel2,43,0.5231455150248795,0.4230394879975996,0.4255366745764097,0.4018391408611643,0.4017435144159058,0.3541440711456258,0.3825997625381447,0.416170429938511,0.7033627539796854,17.895328487355975,148.29,162.08,107.43,73.56,31.15,151.21,143.12,22.108,20.838,20.66,21.51,22.594,24.388,25.291,816.8,22.484
